mod_folder,name,title,manufacturer,description,TechRequired,category,size_class,size_m,size_source,is_hidden,hidden_reason
Squad,AdvancedCanard,Advanced Canard,C7 Aerospace Division,"Our engineers thought this design looked ""high tech"" and therefore must be clear improvement on earlier models.",hypersonicFlight,Aero,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,shockConeIntake,Shock Cone Intake,C7 Aerospace Division,A shocking new intake from the C7 Aerospace Division that brought you much adored parts such as the Delta Wing and the Standard Nosecone! Offers exceptional performance at all speeds and has some heat shielding of its own.,hypersonicFlight,Aero,Small,1.25,bulkheadProfiles,FALSE,
Squad,turboFanEngine,"J-X4 ""Whiplash"" Turbo Ramjet Engine",C7 Aerospace Division,"A highly advanced turbine engine using space-grade materials for very high performance. This new model features the latest in thrust vectoring and compression technology and is designed to operate best at higher altitudes and speeds. The advanced turbo ramjet design bleeds air around the compressor at high speed allowing a far maximum speed than regular jet engines, so engineers from C7 Aerospace assured us all those leaks are intentional.",hypersonicFlight,Engine,Small,1.25,bulkheadProfiles,FALSE,
Squad,toroidalAerospike,"T-1 Toroidal Aerospike ""Dart"" Liquid Fuel Engine",C7 Aerospace Division,"The Toroidal Aerospike is a huge breakthrough from C7 Aerospace. While heavier than previous models, with its heavy-duty exhaust nozzle, the Aerospike makes up for it with an efficient burning of fuel at all altitudes.",hypersonicFlight,Engine,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,radialEngineBody,Engine Pre-cooler,C7 Aerospace Division,"Advanced materials allow this cooler to wick away the heat from attached engines. In addition, it features additional intake area optimized for supersonic flight and powerful static suction.",hypersonicFlight,Aero,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,ionEngine,"IX-6315 ""Dawn"" Electric Propulsion System",Ionic Symphonic Protonic Electronics,"By emitting ionized xenon gas through a small thruster port, Dawn can produce incredibly efficient propulsion, but with a downside of very low thrust and high energy usage. According to ISP Electronics sales reps, the rumours of this engine being powered by ""dark magic"" are largely exaggerated.",ionPropulsion,Engine,Tiny,0.625,bulkheadProfiles,FALSE,
Squad,xenonTank,PB-X150 Xenon Container,Probodobodyne Inc,"Although most of the Probodobodyne staff couldn't pronounce ""Xenon"", when told how to say it correctly, they all agreed it sounded super-cool - and everything possible should be done so it could be used as a fuel, no matter the cost.",ionPropulsion,FuelTank,Tiny,0.625,bulkheadProfiles,FALSE,
Squad,xenonTankLarge,PB-X750 Xenon Container,Probodobodyne Inc,"Although most of the Probodobodyne staff couldn't pronounce ""Xenon"", when told how to say it correctly, they all agreed it sounded super-cool - and everything possible should be done so it could be used as a fuel, no matter the cost.",ionPropulsion,FuelTank,Small,1.25,bulkheadProfiles,FALSE,
Squad,xenonTankRadial,PB-X50R Xenon Container,,"The X50R is a small-volume Xenon container, heralded by engineers for being ideally suited for small ion-driven spacecraft, and also for having thoroughly disproved management in their notion that a smaller fuel tank would make the fuel cheaper.",ionPropulsion,FuelTank,Radial,,attachRules/bulkheadProfiles,FALSE,
ReStockPlus,restock-heatshield-1875-1,Heat Shield (1.875m),O.M.B. Demolition Enterprises,"A specially sized thermal shield for medium sized rockets. Curiously, has a passageway for a hatch in there - almost looks like it was made by moles.",landing,Thermal,Medium,1.875,bulkheadProfiles,FALSE,
ReStockPlus,restock-engine-les-2,Launch Escape System Jr.,Kerbodyne,A smaller solid rocket tower for yeeting crew away from certain death.,landing,Utility,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,HeatShield2,Heat Shield (2.5m),O.M.B. Demolition Enterprises,A medium structural heat shield with an integrated fairing,landing,Thermal,Large,2.5,bulkheadProfiles,FALSE,
Squad,landingLeg1,LT-1 Landing Struts,Moving Parts Experts Group,"It may have been originally designed as a heavy-duty metal detector, but this landing leg certainly emphasises an important fact in surface landings: you don't need to put a crater in the ground to stop yourself!",landing,Ground,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,LaunchEscapeSystem,Launch Escape System,Kerbodyne,This solid rocket tower is designed to wrench the command pod up and away from a malfunctioning rocket.,landing,Utility,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,parachuteLarge,Mk16-XL Parachute,,"The Mk16-XL Parachute is a double-sized variant of the Mk16, now with only 50% of the structural integrity!",landing,Utility,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,SmallGearBay,LY-10 Small Landing Gear,LightYear Tire Company,"High performance retractable landing gear. Comes with shock absorber, steering and a built-in spotlights. If we didn't tell you, you'd never know that most of those components were salvaged from scrapped machinery... oh.",landing,Ground,Radial,,attachRules/bulkheadProfiles,FALSE,
SquadExpansion,HeatShield1p5,Heat Shield (1.875m),O.M.B. Demolition Enterprises,A medium structural heat shield with an integrated fairing,landing,Thermal,Medium,1.875,bulkheadProfiles,FALSE,
ReStockPlus,restock-battery-1875-1,Z-2.5K Rechargeable Battery Bank,Zaltonic Electronics,Medium battery pack for medium battery applications.,largeElectrics,Electrical,Medium,1.875,bulkheadProfiles,FALSE,
SCANsat,scansat-sar-radarsat-2-1,SAR-C Antenna,SCAN: Scientific Committee on Advanced Navigation,"An advanced synthetic aperture radar instrument, which uses more power to operate at larger swaths and from higher altitudes. Effectively captures high resolution elevation data from medium orbits, but is restricted to a very narrow range of operation. Uses a large amount of power and functions in lit and unlit situations.",largeElectrics,Science,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,solarPanelOX10C,OX-10C Photovoltaic Panels,Probodobodyne Inc,The -10C versions of probodobodyne's award winning line of photovoltaic cells have a unique feature - they're round! This special method of deployment offers yet another option for a spacecraft's power needs. Warning: Not retractable once deployed.,largeElectrics,Electrical,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,solarPanelSP10C,SP-10C Photovoltaic Panels,Probodobodyne Inc,The -10C versions of probodobodyne's award winning line of photovoltaic cells have a unique feature - they're round! This special method of deployment offers yet another option for a spacecraft's power needs.,largeElectrics,Electrical,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,solarPanelOX10L,OX-10L 1x5 Photovoltaic Panels,Probodobodyne Inc,"A larger version of the OX-4 series of solar panels. Includes advanced heat radiators, and a deploying bracket to keep the panels clear of other sensitive instruments on the craft. Warning: Not retractable once deployed.",largeElectrics,Electrical,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,solarPanelSP10L,SP-10L 1x5 Photovoltaic Panels,Probodobodyne Inc,This enhanced version of the SP series photovoltaic panels provides improved power generation by increasing solar array area by a full five fold. The SP model as always includes a case to allow the panel to be retracted when its not needed or when keeping it deployed could mean damage to the sensitive panels.,largeElectrics,Electrical,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,largeSolarPanel,Gigantor XL Solar Array,Probodobodyne Inc,"The single largest solar array available for purchase, the Gigantor XL offers tremendous generation potential from a compact initial package.  Includes passive radiators on the reverse side for better heat dissipation.",largeElectrics,Electrical,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,batteryBank,Z-1k Rechargeable Battery Bank,Zaltonic Electronics,"The Z-1k is a stackable battery bank, with ten times the power capacity of the Z-100.",largeElectrics,Electrical,Small,1.25,bulkheadProfiles,FALSE,
Squad,FuelCell,Fuel Cell,Zaltonic Electronics,A small fuel cell that allows fuel and oxidizer to be converted into energy.  Handy for those places where a solar panel will not do.  Also handy for re-heating snacks.,largeElectrics,Electrical,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,foldingRadLarge,Thermal Control System (large),Probodobodyne Inc,A deployable thermal control system consisting of multiple liquid cooled radiator panels.,largeElectrics,Thermal,Radial,,attachRules/bulkheadProfiles,FALSE,
ReStockPlus,restock-drone-core-375-1,RC-XL001 Remote Guidance Unit,STEADLER Engineering Corps,"The massive XL RGU system designed by Kerbodyne and built by STEADLER is a triumph of aerospace engineering and contains important features such as the large empty void in the center, which can be filled with anything you like. Unlike other stack RGUs, it contains powerful reaction wheels so doubles as a guidance unit.",largeUnmanned,Pods,XL,3.75,bulkheadProfiles,FALSE,
SCANsat,scansat-recon-kh11-1,VS-11 Classified Reconnaissance Imager,SCAN: Scientific Committee on Advanced Navigation,The *REDACTED* can observe *REDACTED* targets every *REDACTED* from altitudes of *REDACTED* to *REDACTED*. Such amazing *REDACTED* have led *REDACTED* to speculate that *REDACTED* *REDACTED*. Uses a medium amount of power and functions only in lit situations.,largeUnmanned,Science,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,MpoProbe,MPO Probe,STEADLER Engineering Corps,"The Moho Planetary Observer combines the function of many parts in one, to help make sure the searing heat of its primary mission target is distributed and dissipated without harming its critical control functionality.",largeUnmanned,Pods,Large,2.5,bulkheadProfiles,FALSE,
Squad,MtmStage,MTM Stage,STEADLER Engineering Corps,The Moho Transfer Module houses a control core and a generously sized xenon tank. Perfect for transporting large scientific payloads anywhere where large amounts of deltaV are required.,largeUnmanned,Pods,Large,2.5,bulkheadProfiles,FALSE,
Squad,probeStackLarge,RC-L01 Remote Guidance Unit,STEADLER Engineering Corps,"A larger version of the popular RGU system, developed in partnership with the Rockomax conglomerate.",largeUnmanned,Pods,Large,2.5,bulkheadProfiles,FALSE,
Squad,Decoupler_3,TD-37 Decoupler,O.M.B. Demolition Enterprises,"Originally designed for separating buildings that were stuck together, O.M.B. has repurposed these explosive bolts for use in separating stacks of massive rockets.",largeVolumeContainment,Coupling,XL,3.75,bulkheadProfiles,FALSE,
Squad,Size3MediumTank,Kerbodyne S3-7200 Tank,Kerbodyne,Kerbodyne's signature heavy fuel tank. Designed to be used with their advanced rocket engines.,largeVolumeContainment,Propulsion,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,Size3SmallTank,Kerbodyne S3-3600 Tank,Kerbodyne,"A half-capacity version of Kerbodyne's iconic fuel tank, for not quite exactly half the cost.",largeVolumeContainment,Propulsion,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,Size3To2Adapter_v2,Kerbodyne ADTP-2-3,Kerbodyne,This adapter is used to bridge between Kerbodyne and Rockomax rocket bodies.,largeVolumeContainment,FuelTank,XL,3.75,bulkheadProfiles,FALSE,
Squad,size3Decoupler,TR-38-D,O.M.B. Demolition Enterprises,"Originally designed to separate buildings that were stuck together, O.M.B has repurposed these explosive bolts for use in separating stacks of massive rockets.",largeVolumeContainment,none,XL,3.75,bulkheadProfiles,TRUE,category=none
Squad,Size3to2Adapter,Kerbodyne ADTP-2-3,Kerbodyne,This adapter is used to bridge between Kerbodyne and Rockomax rocket bodies.,largeVolumeContainment,none,XL,3.75,bulkheadProfiles,TRUE,category=none
StationPartsExpansionRedux,sspx-cargo-container-25-1,PPD-CRG-1 Logistics Module,Kerbin Resource Development Administration,"A long 2.5m logistics module, storing a wide variety of possible commodities.",largeVolumeContainment,Payload,Large,2.5,bulkheadProfiles,FALSE,
StationPartsExpansionRedux,sspx-cargo-container-25-2,PPD-CRG-2 Logistics Module,Kerbin Resource Development Administration,"A medium-sized 2.5m logistics module, storing a wide variety of possible commodities.",largeVolumeContainment,Payload,Large,2.5,bulkheadProfiles,FALSE,
StationPartsExpansionRedux,sspx-cargo-container-25-3,PPD-CRG-3 Logistics Module,Kerbin Resource Development Administration,"A compact 2.5m logistics module, storing a wide variety of possible commodities.",largeVolumeContainment,Payload,Large,2.5,bulkheadProfiles,FALSE,
StationPartsExpansionRedux,sspx-cargo-container-375-1,PXL-CRG-1 Logistics Module,Kerbin Resource Development Administration,"A long 3.75m logistics module, storing a wide variety of possible commodities.",largeVolumeContainment,Payload,XL,3.75,bulkheadProfiles,FALSE,
StationPartsExpansionRedux,sspx-cargo-container-375-2,PXL-CRG-2 Logistics Module,Kerbin Resource Development Administration,"A medium-sized 3.75m logistics module, storing a wide variety of possible commodities.",largeVolumeContainment,Payload,XL,3.75,bulkheadProfiles,FALSE,
StationPartsExpansionRedux,sspx-cargo-container-375-3,PXL-CRG-3 Logistics Module,Kerbin Resource Development Administration,"A compact 3.75m logistics module, storing a wide variety of possible commodities.",largeVolumeContainment,Payload,XL,3.75,bulkheadProfiles,FALSE,
StationPartsExpansionRedux,sspx-cargo-container-radial-huge-1,KRDA-XL8000 Cargo Container,Kerbin Resource Development Administration,A huge transport container commissioned to transport large volumes of cargo anywhere in the system. Can store any of a wide variety of cargoes.,largeVolumeContainment,Payload,Radial,,attachRules/bulkheadProfiles,FALSE,
